S_su;S_aa;S_fa;S_va;S_bu;S_pro;S_ac;S_h2;S_ch4;S_IC;S_IN;S_I;X_xc;X_ch;X_pr;X_li;X_su;X_aa;X_fa;X_c4;X_pro;X_ac;X_h2;X_I;S_cation;S_anion
0.01;0.001;0.001;0.001;0.001;0.001;0.001;0.00000001;0.00001;0.04;0.01;0.02;2;5;20;5;0;0.01;0.01;0.01;0.01;0.01;0.01;25;0.04;0.02
