S_su;S_aa;S_fa;S_va;S_bu;S_pro;S_ac;S_h2;S_ch4;S_IC;S_IN;S_I;X_xc;X_ch;X_pr;X_li;X_su;X_aa;X_fa;X_c4;X_pro;X_ac;X_h2;X_I;S_cation;S_anion;S_H_ion;S_va_ion;S_bu_ion;S_pro_ion;S_ac_ion;S_hco3_ion;S_co2;S_nh3;S_nh4_ion;S_gas_h2;S_gas_ch4;S_gas_co2
0.12;0.0053;0.099;0.012;0.013;0.016;0.2;0.00000023;0.055;0.15;0.13;0.33;0.31;0.028;0.1;0.029;0.42;1.18;0.24;0.43;0.14;0.76;0.32;25.6;0.04;0.02;0.00000003423;0.011;0.013;0.016;0.2;0.14;0.0;0.0041;0.0;0.0000102;1.63;0.014
